1292,82
1338,214
1696,348
2000,312
2230,386
1786,454
934,420
480,490
362,586
368,668
792,868
926,682
938,930
1126,920
1356,846
1332,1322
1380,76
1460,710
1452,1316
1674,1336
1802,1270
1930,1132
1736,1128
1586,996
1944,988
1750,882
2048,822
2058,688
2228,546
2362,632
1624,622
